"","make","year","m22","mean_disp","oil","yr"
"948","Mitsubishi",1990,45.5,2.1,43.57,"90"
"949","Mitsubishi",1991,40.5,2.1,35.25,"91"
"950","Mitsubishi",1992,34.1,2.1,33.05,"92"
"951","Mitsubishi",1993,28.6,2.2,28.19,"93"
"952","Mitsubishi",1994,38.9,2.4,25.62,"94"
"953","Mitsubishi",1995,42.1,2.4,26.8,"95"
"954","Mitsubishi",1996,32.3,2.4,31.62,"96"
"955","Mitsubishi",1997,33.3,2.5,28.55,"97"
"956","Mitsubishi",1998,31.4,2.5,18.72,"98"
"957","Mitsubishi",1999,27,2.6,25.89,"99"
"958","Mitsubishi",2000,21.7,2.7,39.72,"00"
"959","Mitsubishi",2001,23.1,2.7,33.13,"01"
"960","Mitsubishi",2002,32.3,2.6,33.38,"02"
"961","Mitsubishi",2003,25,2.7,37.61,"03"
"962","Mitsubishi",2004,25.8,2.9,48.62,"04"
"963","Mitsubishi",2005,30,2.7,67,"05"
"964","Mitsubishi",2006,32.1,3.2,77.55,"06"
"965","Mitsubishi",2007,29.2,3.4,83.79,"07"
"966","Mitsubishi",2008,36,3.1,108.42,"08"
"967","Mitsubishi",2009,43.3,2.9,68.99,"09"
"968","Mitsubishi",2010,50,2.7,87.5,"10"
"969","Mitsubishi",2011,66.7,2.5,118.71,"11"
"970","Mitsubishi",2012,73.9,2.4,116.73,"12"
"971","Mitsubishi",2013,76.5,2.3,111.95,"13"
"972","Mitsubishi",2014,83.3,2.1,100.31,"14"
"973","Mitsubishi",2015,83.3,2.1,53.05,"15"
"974","Mitsubishi",2016,100,2.3,43.73,"16"
"975","Nissan",1984,43.6,2.3,66.48,"84"
"976","Nissan",1985,48.1,2.2,61.47,"85"
"977","Nissan",1986,26.3,2.4,31.6,"86"
"978","Nissan",1987,32.6,2.4,38.95,"87"
"979","Nissan",1988,29.2,2.4,30.28,"88"
"980","Nissan",1989,30,2.4,35.28,"89"
"981","Nissan",1990,30,2.4,43.57,"90"
"982","Nissan",1991,36.8,2.5,35.25,"91"
"983","Nissan",1992,30.8,2.5,33.05,"92"
"984","Nissan",1993,33.3,2.6,28.19,"93"
"985","Nissan",1994,21.4,2.7,25.62,"94"
"986","Nissan",1995,25.8,2.6,26.8,"95"
"987","Nissan",1996,25,2.7,31.62,"96"
"988","Nissan",1997,33.3,2.6,28.55,"97"
"989","Nissan",1998,44.4,2.6,18.72,"98"
"990","Nissan",1999,27.3,2.8,25.89,"99"
"991","Nissan",2000,20,2.8,39.72,"00"
"992","Nissan",2001,20.7,3,33.13,"01"
"993","Nissan",2002,19.4,3.1,33.38,"02"
"994","Nissan",2003,18.4,3.1,37.61,"03"
"995","Nissan",2004,16.7,3.4,48.62,"04"
"996","Nissan",2005,16.7,3.6,67,"05"
"997","Nissan",2006,17.1,3.6,77.55,"06"
"998","Nissan",2007,33.3,3.5,83.79,"07"
"999","Nissan",2008,42.9,3.5,108.42,"08"
"1000","Nissan",2009,43.4,3.3,68.99,"09"
"1001","Nissan",2010,44.7,3.3,87.5,"10"
"1002","Nissan",2011,49,3.2,118.71,"11"
"1003","Nissan",2012,47.9,3.2,116.73,"12"
"1004","Nissan",2013,48.8,3.1,111.95,"13"
"1005","Nissan",2014,50,3.1,100.31,"14"
"1006","Nissan",2015,57.8,3.1,53.05,"15"
"1007","Nissan",2016,68.4,2.8,43.73,"16"
"1008","Oldsmobile",1984,43.3,3.2,66.48,"84"
"1009","Oldsmobile",1985,29.6,3.2,61.47,"85"
"1010","Oldsmobile",1986,30.6,2.8,31.6,"86"
"1011","Oldsmobile",1987,39.3,3,38.95,"87"
"1012","Oldsmobile",1988,51.9,2.8,30.28,"88"
"1013","Oldsmobile",1989,31.6,3.1,35.28,"89"
"1014","Oldsmobile",1990,38.9,3.1,43.57,"90"
"1015","Oldsmobile",1991,22.7,3.2,35.25,"91"
"1016","Oldsmobile",1992,19.2,3.4,33.05,"92"
"1017","Oldsmobile",1993,17.4,3.1,28.19,"93"
"1018","Oldsmobile",1994,29.4,3.1,25.62,"94"
"1019","Oldsmobile",1995,17.6,3.2,26.8,"95"
"1020","Oldsmobile",1996,21.4,3.3,31.62,"96"
"1021","Oldsmobile",1997,18.2,3.3,28.55,"97"
"1022","Oldsmobile",1998,27.3,3.3,18.72,"98"
"1023","Oldsmobile",1999,18.2,3.4,25.89,"99"
"1024","Oldsmobile",2000,33.3,3.2,39.72,"00"
"1025","Oldsmobile",2001,33.3,3.5,33.13,"01"
"1026","Oldsmobile",2002,20,3.4,33.38,"02"
"1027","Oldsmobile",2003,25,3.4,37.61,"03"
"1028","Oldsmobile",2004,28.6,3.3,48.62,"04"
"1029","Peugeot",1984,0,2,66.48,"84"
"1030","Peugeot",1985,0,2,61.47,"85"
"1031","Peugeot",1986,0,2.1,31.6,"86"
"1032","Peugeot",1987,0,2.3,38.95,"87"
"1033","Peugeot",1988,0,2.3,30.28,"88"
"1034","Peugeot",1989,0,2.2,35.28,"89"
"1035","Peugeot",1990,0,2,43.57,"90"
"1036","Peugeot",1991,0,2,35.25,"91"
"1037","Peugeot",1992,0,2,33.05,"92"
"1038","Plymouth",1984,63.6,2.3,66.48,"84"
"1039","Plymouth",1985,49.3,2.3,61.47,"85"
"1040","Plymouth",1986,56.8,2.3,31.6,"86"
"1041","Plymouth",1987,40.9,2.4,38.95,"87"
"1042","Plymouth",1988,66.7,2.4,30.28,"88"
"1043","Plymouth",1989,59.1,2.5,35.28,"89"
"1044","Plymouth",1990,57.1,2.2,43.57,"90"
"1045","Plymouth",1991,50,2.3,35.25,"91"
"1046","Plymouth",1992,38.9,2.3,33.05,"92"
"1047","Plymouth",1993,41.7,2.3,28.19,"93"
"1048","Plymouth",1994,43.2,2.4,25.62,"94"
"1049","Plymouth",1995,30.8,2.9,26.8,"95"
"1050","Plymouth",1996,40,2.5,31.62,"96"
"1051","Plymouth",1997,50,2.4,28.55,"97"
"1052","Plymouth",1998,45.5,2.7,18.72,"98"
"1053","Plymouth",1999,45.5,2.7,25.89,"99"
"1054","Plymouth",2000,40,2.6,39.72,"00"
"1055","Plymouth",2001,66.7,2.5,33.13,"01"
"1056","Pontiac",1984,49.4,2.9,66.48,"84"
"1057","Pontiac",1985,39,3,61.47,"85"
"1058","Pontiac",1986,39,2.9,31.6,"86"
"1059","Pontiac",1987,47.1,2.8,38.95,"87"
"1060","Pontiac",1988,50,2.6,30.28,"88"
"1061","Pontiac",1989,54.3,2.6,35.28,"89"
"1062","Pontiac",1990,50,2.7,43.57,"90"
"1063","Pontiac",1991,43.2,2.9,35.25,"91"
"1064","Pontiac",1992,37.9,3.1,33.05,"92"
"1065","Pontiac",1993,38.5,2.9,28.19,"93"
"1066","Pontiac",1994,31.8,3,25.62,"94"
"1067","Pontiac",1995,27.3,3.5,26.8,"95"
"1068","Pontiac",1996,41.2,3.3,31.62,"96"
"1069","Pontiac",1997,42.1,3.3,28.55,"97"
"1070","Pontiac",1998,38.9,3.3,18.72,"98"
"1071","Pontiac",1999,35.3,3.4,25.89,"99"
"1072","Pontiac",2000,38.9,3.4,39.72,"00"
"1073","Pontiac",2001,35,3.4,33.13,"01"
"1074","Pontiac",2002,31.8,3.3,33.38,"02"
"1075","Pontiac",2003,47.4,2.8,37.61,"03"
"1076","Pontiac",2004,38.1,3.2,48.62,"04"
"1077","Pontiac",2005,44.4,3.1,67,"05"
"1078","Pontiac",2006,30.8,3.3,77.55,"06"
"1079","Pontiac",2007,36.4,3,83.79,"07"
"1080","Pontiac",2008,41.7,3.1,108.42,"08"
"1081","Pontiac",2009,56.2,2.9,68.99,"09"
"1082","Pontiac",2010,87,2.3,87.5,"10"
"1083","Porsche",1984,0,3.5,66.48,"84"
"1084","Porsche",1985,0,2.5,61.47,"85"
"1085","Porsche",1986,0,3.4,31.6,"86"
"1086","Porsche",1987,0,3.1,38.95,"87"
"1087","Porsche",1988,0,3.2,30.28,"88"
"1088","Porsche",1989,0,3.5,35.28,"89"
"1089","Porsche",1990,0,4,43.57,"90"
"1090","Porsche",1991,0,3.9,35.25,"91"
"1091","Porsche",1992,0,3.4,33.05,"92"
"1092","Porsche",1993,0,3.7,28.19,"93"
"1093","Porsche",1994,0,3.7,25.62,"94"
"1094","Porsche",1995,0,3.7,26.8,"95"
"1095","Porsche",1996,0,3.6,31.62,"96"
"1096","Porsche",1997,0,3.2,28.55,"97"
"1097","Porsche",1998,0,3.2,18.72,"98"
"1098","Porsche",1999,0,3.1,25.89,"99"
"1099","Porsche",2000,0,3.2,39.72,"00"
"1100","Porsche",2001,0,3.3,33.13,"01"
"1101","Porsche",2002,0,3.4,33.38,"02"
"1102","Porsche",2003,0,3.6,37.61,"03"
"1103","Porsche",2004,0,3.6,48.62,"04"
"1104","Porsche",2005,0,3.6,67,"05"
"1105","Porsche",2006,0,3.6,77.55,"06"
"1106","Porsche",2007,10.5,3.6,83.79,"07"
"1107","Porsche",2008,9.3,3.6,108.42,"08"
"1108","Porsche",2009,30,3.7,68.99,"09"
"1109","Porsche",2010,25,3.8,87.5,"10"
"1110","Porsche",2011,20,3.7,118.71,"11"
"1111","Porsche",2012,28.4,3.7,116.73,"12"
"1112","Porsche",2013,40,3.8,111.95,"13"
"1113","Porsche",2014,42,3.7,100.31,"14"
"1114","Porsche",2015,45.6,3.6,53.05,"15"
"1115","Porsche",2016,38.2,3.7,43.73,"16"
"1116","Ram",2013,0,3.6,111.95,"13"
"1117","Ram",2014,0,3.6,100.31,"14"
"1118","Ram",2015,20,3.4,53.05,"15"
"1119","Ram",2016,50,3,43.73,"16"
"1120","Renault",1984,73.9,1.8,66.48,"84"
"1121","Renault",1985,72.7,1.8,61.47,"85"
"1122","Renault",1986,75,1.8,31.6,"86"
"1123","Renault",1987,100,1.6,38.95,"87"
"1124","Rolls-Royce",1984,0,6.8,66.48,"84"
"1125","Rolls-Royce",1985,0,6.8,61.47,"85"
"1126","Rolls-Royce",1986,0,6.8,31.6,"86"
"1127","Rolls-Royce",1987,0,6.8,38.95,"87"
"1128","Rolls-Royce",1988,0,6.8,30.28,"88"
"1129","Rolls-Royce",1989,0,6.8,35.28,"89"
"1130","Rolls-Royce",1990,0,6.8,43.57,"90"
"1131","Rolls-Royce",1991,0,6.8,35.25,"91"
"1132","Rolls-Royce",1992,0,6.8,33.05,"92"
"1133","Rolls-Royce",1993,0,6.8,28.19,"93"
"1134","Rolls-Royce",1994,0,6.7,25.62,"94"
"1135","Rolls-Royce",1995,0,6.8,26.8,"95"
"1136","Rolls-Royce",1996,0,6.8,31.62,"96"
"1137","Rolls-Royce",1997,0,6.8,28.55,"97"
"1138","Rolls-Royce",1998,0,6.7,18.72,"98"
"1139","Rolls-Royce",1999,0,6.3,25.89,"99"
"1140","Rolls-Royce",2000,0,6.7,39.72,"00"
"1141","Rolls-Royce",2001,0,5.9,33.13,"01"
"1142","Rolls-Royce",2002,0,5.4,33.38,"02"
"1143","Rolls-Royce",2004,0,6.7,48.62,"04"
"1144","Rolls-Royce",2005,0,6.7,67,"05"
"1145","Rolls-Royce",2006,0,6.7,77.55,"06"
"1146","Rolls-Royce",2007,0,6.7,83.79,"07"
"1147","Rolls-Royce",2008,0,6.7,108.42,"08"
"1148","Rolls-Royce",2009,0,6.7,68.99,"09"
"1149","Rolls-Royce",2010,0,6.7,87.5,"10"
"1150","Rolls-Royce",2011,0,6.7,118.71,"11"
"1151","Rolls-Royce",2012,0,6.7,116.73,"12"
"1152","Rolls-Royce",2013,0,6.7,111.95,"13"
"1153","Rolls-Royce",2014,0,6.7,100.31,"14"
"1154","Rolls-Royce",2015,0,6.7,53.05,"15"
"1155","Rolls-Royce",2016,0,6.7,43.73,"16"
"1156","Roush Performance",2001,0,4.6,33.13,"01"
"1157","Roush Performance",2002,0,4.6,33.38,"02"
"1158","Roush Performance",2003,0,4.6,37.61,"03"
"1159","Roush Performance",2004,0,4.6,48.62,"04"
"1160","Roush Performance",2006,0,5.3,77.55,"06"
"1161","Roush Performance",2007,0,5.2,83.79,"07"
"1162","Roush Performance",2008,0,5.2,108.42,"08"
"1163","Roush Performance",2009,0,4.6,68.99,"09"
"1164","Roush Performance",2010,0,4.6,87.5,"10"
"1165","Roush Performance",2011,0,5,118.71,"11"
"1166","Roush Performance",2012,0,5,116.73,"12"
"1167","Roush Performance",2013,0,5,111.95,"13"
"1168","Roush Performance",2014,0,5.5,100.31,"14"
"1169","Roush Performance",2015,0,5,53.05,"15"
"1170","Roush Performance",2016,0,5,43.73,"16"
"1171","Saab",1984,0,2,66.48,"84"
"1172","Saab",1985,0,2,61.47,"85"
"1173","Saab",1986,0,2,31.6,"86"
"1174","Saab",1987,0,2,38.95,"87"
"1175","Saab",1988,0,2,30.28,"88"
"1176","Saab",1989,45.5,2,35.28,"89"
"1177","Saab",1990,14.3,2,43.57,"90"
"1178","Saab",1991,9.1,2.1,35.25,"91"
"1179","Saab",1992,0,2.1,33.05,"92"
"1180","Saab",1993,0,2.1,28.19,"93"
"1181","Saab",1994,0,2.2,25.62,"94"
"1182","Saab",1995,0,2.4,26.8,"95"
"1183","Saab",1996,0,2.3,31.62,"96"
"1184","Saab",1997,0,2.3,28.55,"97"
"1185","Saab",1998,16.7,2.1,18.72,"98"
"1186","Saab",1999,15.4,2.3,25.89,"99"
"1187","Saab",2000,20,2.2,39.72,"00"
"1188","Saab",2001,35,2.2,33.13,"01"
"1189","Saab",2002,37.5,2.3,33.38,"02"
"1190","Saab",2003,50,2.3,37.61,"03"
"1191","Saab",2004,33.3,2.2,48.62,"04"
"1192","Saab",2005,43.8,2.5,67,"05"
"1193","Saab",2006,36.4,2.6,77.55,"06"
"1194","Saab",2007,16.7,2.6,83.79,"07"
"1195","Saab",2008,13,2.8,108.42,"08"
"1196","Saab",2009,22.2,2.7,68.99,"09"
"1197","Saab",2010,76.9,2.1,87.5,"10"
"1198","Saab",2011,42.9,2.3,118.71,"11"
"1199","Saab",2012,50,2.5,116.73,"12"
"1200","Saturn",1991,100,1.9,35.25,"91"
"1201","Saturn",1992,100,1.9,33.05,"92"
"1202","Saturn",1993,100,1.9,28.19,"93"
"1203","Saturn",1994,100,1.9,25.62,"94"
"1204","Saturn",1995,100,1.9,26.8,"95"
"1205","Saturn",1996,100,1.9,31.62,"96"
"1206","Saturn",1997,100,1.9,28.55,"97"
"1207","Saturn",1998,100,1.9,18.72,"98"
"1208","Saturn",1999,100,1.9,25.89,"99"
"1209","Saturn",2000,87.5,2.1,39.72,"00"
"1210","Saturn",2001,88.2,2.1,33.13,"01"
"1211","Saturn",2002,77.8,2.2,33.38,"02"
"1212","Saturn",2003,64.3,2.4,37.61,"03"
"1213","Saturn",2004,61.5,2.5,48.62,"04"
"1214","Saturn",2005,38.5,2.7,67,"05"
"1215","Saturn",2006,50,2.8,77.55,"06"
"1216","Saturn",2007,45,2.7,83.79,"07"
"1217","Saturn",2008,47.6,2.8,108.42,"08"
"1218","Saturn",2009,47.6,2.8,68.99,"09"
"1219","Saturn",2010,40,3,87.5,"10"
"1220","Scion",2004,100,1.5,48.62,"04"
"1221","Scion",2005,100,1.8,67,"05"
"1222","Scion",2006,100,1.8,77.55,"06"
"1223","Scion",2007,100,2.4,83.79,"07"
"1224","Scion",2008,100,2.2,108.42,"08"
"1225","Scion",2009,100,2.2,68.99,"09"
"1226","Scion",2010,100,2.2,87.5,"10"
"1227","Scion",2011,100,2.1,118.71,"11"
"1228","Scion",2012,100,2.1,116.73,"12"
"1229","Scion",2013,100,2.1,111.95,"13"
"1230","Scion",2014,100,2.1,100.31,"14"
"1231","Scion",2015,100,2.2,53.05,"15"
"1232","Scion",2016,100,2,43.73,"16"
"1233","Subaru",1984,64.7,1.8,66.48,"84"
"1234","Subaru",1985,65.1,NA,61.47,"85"
"1235","Subaru",1986,72.2,1.8,31.6,"86"
"1236","Subaru",1987,69.8,1.8,38.95,"87"
"1237","Subaru",1988,57.7,1.9,30.28,"88"
"1238","Subaru",1989,60.7,1.8,35.28,"89"
"1239","Subaru",1990,53.1,1.9,43.57,"90"
"1240","Subaru",1991,54.8,1.9,35.25,"91"
"1241","Subaru",1992,57.7,1.9,33.05,"92"
"1242","Subaru",1993,66.7,2,28.19,"93"
"1243","Subaru",1994,60,2,25.62,"94"
"1244","Subaru",1995,80,2.1,26.8,"95"
"1245","Subaru",1996,82.4,2.2,31.62,"96"
"1246","Subaru",1997,68.8,2.3,28.55,"97"
"1247","Subaru",1998,61.1,2.3,18.72,"98"
"1248","Subaru",1999,62.5,2.4,25.89,"99"
"1249","Subaru",2000,12.5,2.5,39.72,"00"
"1250","Subaru",2001,38.5,2.4,33.13,"01"
"1251","Subaru",2002,0,2.4,33.38,"02"
"1252","Subaru",2003,5,2.5,37.61,"03"
"1253","Subaru",2004,8,2.5,48.62,"04"
"1254","Subaru",2005,38.7,2.5,67,"05"
"1255","Subaru",2006,42.4,2.5,77.55,"06"
"1256","Subaru",2007,43.3,2.5,83.79,"07"
"1257","Subaru",2008,48,2.6,108.42,"08"
"1258","Subaru",2009,41.7,2.6,68.99,"09"
"1259","Subaru",2010,50,2.7,87.5,"10"
"1260","Subaru",2011,52.6,2.7,118.71,"11"
"1261","Subaru",2012,52.6,2.6,116.73,"12"
"1262","Subaru",2013,63.6,2.5,111.95,"13"
"1263","Subaru",2014,69.6,2.4,100.31,"14"
"1264","Subaru",2015,90.5,2.3,53.05,"15"
"1265","Subaru",2016,90.5,2.3,43.73,"16"
"1266","Suzuki",1984,100,1,66.48,"84"
"1267","Suzuki",1985,50,1,61.47,"85"
"1268","Suzuki",1986,100,1.3,31.6,"86"
"1269","Suzuki",1987,100,1.1,38.95,"87"
"1270","Suzuki",1988,100,1.1,30.28,"88"
"1271","Suzuki",1989,100,1.3,35.28,"89"
"1272","Suzuki",1990,100,1.4,43.57,"90"
"1273","Suzuki",1991,80,1.4,35.25,"91"
"1274","Suzuki",1992,80,1.4,33.05,"92"
"1275","Suzuki",1993,63.2,1.5,28.19,"93"
"1276","Suzuki",1994,50,1.5,25.62,"94"
"1277","Suzuki",1995,100,1.1,26.8,"95"
"1278","Suzuki",1996,64.7,1.6,31.62,"96"
"1279","Suzuki",1997,60,1.6,28.55,"97"
"1280","Suzuki",1998,63.6,1.6,18.72,"98"
"1281","Suzuki",1999,53.8,1.9,25.89,"99"
"1282","Suzuki",2000,53.8,1.9,39.72,"00"
"1283","Suzuki",2001,42.9,2,33.13,"01"
"1284","Suzuki",2002,42.3,2.1,33.38,"02"
"1285","Suzuki",2003,31.8,2.2,37.61,"03"
"1286","Suzuki",2004,43.5,2.4,48.62,"04"
"1287","Suzuki",2005,56,2.2,67,"05"
"1288","Suzuki",2006,60.9,2.3,77.55,"06"
"1289","Suzuki",2007,68.4,2.4,83.79,"07"
"1290","Suzuki",2008,66.7,2.3,108.42,"08"
"1291","Suzuki",2009,45,2.6,68.99,"09"
"1292","Suzuki",2010,65.4,2.4,87.5,"10"
"1293","Suzuki",2011,73.9,2.3,118.71,"11"
"1294","Suzuki",2012,71.4,2.4,116.73,"12"
"1295","Suzuki",2013,87.5,2.2,111.95,"13"
"1296","Toyota",1984,51.5,2.1,66.48,"84"
"1297","Toyota",1985,53.7,2.1,61.47,"85"
"1298","Toyota",1986,44.6,2.2,31.6,"86"
"1299","Toyota",1987,48.4,2.2,38.95,"87"
"1300","Toyota",1988,49.3,2.1,30.28,"88"
"1301","Toyota",1989,42.4,2.2,35.28,"89"
"1302","Toyota",1990,44.8,2.3,43.57,"90"
"1303","Toyota",1991,39.7,2.3,35.25,"91"
"1304","Toyota",1992,36.2,2.4,33.05,"92"
"1305","Toyota",1993,30.5,2.5,28.19,"93"
"1306","Toyota",1994,38.8,2.4,25.62,"94"
"1307","Toyota",1995,37.1,2.5,26.8,"95"
"1308","Toyota",1996,38.2,2.5,31.62,"96"
"1309","Toyota",1997,42.6,2.5,28.55,"97"
"1310","Toyota",1998,40,2.6,18.72,"98"
"1311","Toyota",1999,49,2.4,25.89,"99"
"1312","Toyota",2000,39.6,2.7,39.72,"00"
"1313","Toyota",2001,41.2,2.7,33.13,"01"
"1314","Toyota",2002,46,2.8,33.38,"02"
"1315","Toyota",2003,49.1,2.8,37.61,"03"
"1316","Toyota",2004,44.6,2.9,48.62,"04"
"1317","Toyota",2005,47.2,2.9,67,"05"
"1318","Toyota",2006,40.4,3.2,77.55,"06"
"1319","Toyota",2007,42,3.3,83.79,"07"
"1320","Toyota",2008,38.8,3.5,108.42,"08"
"1321","Toyota",2009,47.3,3.4,68.99,"09"
"1322","Toyota",2010,47.3,3.4,87.5,"10"
"1323","Toyota",2011,43.9,3.3,118.71,"11"
"1324","Toyota",2012,47.3,3.3,116.73,"12"
"1325","Toyota",2013,49.1,3.2,111.95,"13"
"1326","Toyota",2014,50,3.2,100.31,"14"
"1327","Toyota",2015,54,3.2,53.05,"15"
"1328","Toyota",2016,55.3,3.1,43.73,"16"
"1329","Volkswagen",1984,47.6,1.8,66.48,"84"
"1330","Volkswagen",1985,50,1.9,61.47,"85"
"1331","Volkswagen",1986,50,1.9,31.6,"86"
"1332","Volkswagen",1987,60,1.9,38.95,"87"
"1333","Volkswagen",1988,55,1.9,30.28,"88"
"1334","Volkswagen",1989,71.4,1.9,35.28,"89"
"1335","Volkswagen",1990,57.9,1.9,43.57,"90"
"1336","Volkswagen",1991,52.6,1.9,35.25,"91"
"1337","Volkswagen",1992,55.6,2,33.05,"92"
"1338","Volkswagen",1993,34.6,2.3,28.19,"93"
"1339","Volkswagen",1994,14.3,2.5,25.62,"94"
"1340","Volkswagen",1995,35.3,2.4,26.8,"95"
"1341","Volkswagen",1996,40,2.4,31.62,"96"
"1342","Volkswagen",1997,42.9,2.5,28.55,"97"
"1343","Volkswagen",1998,57.9,2.3,18.72,"98"
"1344","Volkswagen",1999,52.4,2.4,25.89,"99"
"1345","Volkswagen",2000,60.6,2.2,39.72,"00"
"1346","Volkswagen",2001,57.1,2.2,33.13,"01"
"1347","Volkswagen",2002,64.3,2.3,33.38,"02"
"1348","Volkswagen",2003,70.7,2.3,37.61,"03"
"1349","Volkswagen",2004,63.8,2.5,48.62,"04"
"1350","Volkswagen",2005,71.4,2.3,67,"05"
"1351","Volkswagen",2006,75,2.7,77.55,"06"
"1352","Volkswagen",2007,76,2.6,83.79,"07"
"1353","Volkswagen",2008,77.8,2.6,108.42,"08"
"1354","Volkswagen",2009,71,2.5,68.99,"09"
"1355","Volkswagen",2010,70.4,2.5,87.5,"10"
"1356","Volkswagen",2011,75,2.4,118.71,"11"
"1357","Volkswagen",2012,86.2,2.4,116.73,"12"
"1358","Volkswagen",2013,85.3,2.4,111.95,"13"
"1359","Volkswagen",2014,88.9,2.2,100.31,"14"
"1360","Volkswagen",2015,90.6,2.1,53.05,"15"
"1361","Volkswagen",2016,93.9,2,43.73,"16"
"1362","Volvo",1984,20,2.3,66.48,"84"
"1363","Volvo",1985,20,2.3,61.47,"85"
"1364","Volvo",1986,30.8,2.3,31.6,"86"
"1365","Volvo",1987,25,2.4,38.95,"87"
"1366","Volvo",1988,14.3,2.4,30.28,"88"
"1367","Volvo",1989,0,2.3,35.28,"89"
"1368","Volvo",1990,0,2.3,43.57,"90"
"1369","Volvo",1991,15.8,2.3,35.25,"91"
"1370","Volvo",1992,7.7,2.4,33.05,"92"
"1371","Volvo",1993,0,2.4,28.19,"93"
"1372","Volvo",1994,0,2.4,25.62,"94"
"1373","Volvo",1995,0,2.4,26.8,"95"
"1374","Volvo",1996,0,2.5,31.62,"96"
"1375","Volvo",1997,0,2.5,28.55,"97"
"1376","Volvo",1998,0,2.4,18.72,"98"
"1377","Volvo",1999,0,2.4,25.89,"99"
"1378","Volvo",2000,8.7,2.4,39.72,"00"
"1379","Volvo",2001,8.3,2.4,33.13,"01"
"1380","Volvo",2002,9.1,2.4,33.38,"02"
"1381","Volvo",2003,26.1,2.4,37.61,"03"
"1382","Volvo",2004,29,2.4,48.62,"04"
"1383","Volvo",2005,38.9,2.5,67,"05"
"1384","Volvo",2006,35.9,2.5,77.55,"06"
"1385","Volvo",2007,27.5,2.6,83.79,"07"
"1386","Volvo",2008,42.4,2.7,108.42,"08"
"1387","Volvo",2009,42.4,2.7,68.99,"09"
"1388","Volvo",2010,58.6,2.8,87.5,"10"
"1389","Volvo",2011,38.9,3,118.71,"11"
"1390","Volvo",2012,26.7,3,116.73,"12"
"1391","Volvo",2013,37.5,2.9,111.95,"13"
"1392","Volvo",2014,23.1,3,100.31,"14"
"1393","Volvo",2015,66.7,2.5,53.05,"15"
"1394","Volvo",2016,73.1,2.3,43.73,"16"
